t[ms];I[10A];Ue[V];P[W];E[J]
13,98;36,61;3,346;122,5;61,25
14;37,01;3,346;123,84;61,92
14,02;36,61;3,346;122,5;61,25
14,04;36,61;3,346;122,5;61,25
14,06;36,61;3,346;122,5;61,25
14,08;36,61;3,307;121,07;60,54
14,1;37,01;3,346;123,84;61,92
14,12;36,61;3,346;122,5;61,25
14,14;36,22;3,386;122,64;61,32
14,16;36,61;3,346;122,5;61,25
14,18;36,61;3,346;122,5;61,25
14,2;37,01;3,307;122,39;61,2
14,22;36,61;3,346;122,5;61,25
14,24;36,61;3,268;119,64;59,82
14,26;36,61;3,307;121,07;60,54
14,28;36,61;3,346;122,5;61,25
14,3;37,01;3,346;123,84;61,92
14,32;36,61;3,346;122,5;61,25
14,34;36,61;3,425;125,39;62,7
14,36;36,61;3,346;122,5;61,25
14,38;36,61;3,346;122,5;61,25
14,4;36,61;3,346;122,5;61,25
14,42;36,61;3,386;123,96;61,98
14,44;36,61;3,268;119,64;59,82
14,46;36,61;3,346;122,5;61,25
14,48;36,61;3,386;123,96;61,98
14,5;36,61;3,307;121,07;60,54
14,52;36,61;3,386;123,96;61,98
14,54;36,61;3,228;118,18;59,09
14,56;36,61;3,386;123,96;61,98
14,58;36,61;3,346;122,5;61,25
14,6;36,61;3,346;122,5;61,25
14,62;36,61;3,386;123,96;61,98
14,64;36,61;3,425;125,39;62,7
14,66;36,61;3,346;122,5;61,25
14,68;36,61;3,346;122,5;61,25
14,7;36,61;3,346;122,5;61,25
14,72;36,61;3,346;122,5;61,25
14,74;36,61;3,386;123,96;61,98
14,76;36,61;3,346;122,5;61,25
14,78;36,61;3,346;122,5;61,25
14,8;36,61;3,268;119,64;59,82
14,82;36,61;3,346;122,5;61,25
14,84;36,61;3,346;122,5;61,25
14,86;36,61;3,386;123,96;61,98
14,88;36,61;3,268;119,64;59,82
14,9;36,61;3,346;122,5;61,25
14,92;36,61;3,386;123,96;61,98
14,94;36,61;3,425;125,39;62,7
14,96;36,61;3,386;123,96;61,98
14,98;36,61;3,386;123,96;61,98
15;36,61;3,346;122,5;61,25
15,02;36,61;3,386;123,96;61,98
15,04;36,61;3,346;122,5;61,25
15,06;36,61;3,386;123,96;61,98
15,08;36,61;3,346;122,5;61,25
15,1;37,01;3,346;123,84;61,92
15,12;36,61;3,346;122,5;61,25
15,14;36,61;3,346;122,5;61,25
15,16;36,61;3,346;122,5;61,25
15,18;36,61;3,268;119,64;59,82
15,2;36,61;3,307;121,07;60,54
15,22;36,61;3,346;122,5;61,25
15,24;36,61;3,346;122,5;61,25
15,26;36,61;3,346;122,5;61,25
15,28;36,61;3,346;122,5;61,25
15,3;36,61;3,346;122,5;61,25
15,32;36,61;3,346;122,5;61,25
15,34;36,61;3,386;123,96;61,98
15,36;36,61;3,346;122,5;61,25
15,38;36,61;3,346;122,5;61,25
15,4;37,01;3,346;123,84;61,92
15,42;36,61;3,386;123,96;61,98
15,44;36,22;3,386;122,64;61,32
15,46;36,22;3,386;122,64;61,32
15,48;36,61;3,346;122,5;61,25
15,5;37,01;3,346;123,84;61,92
15,52;36,61;3,386;123,96;61,98
15,54;36,61;3,425;125,39;62,7
15,56;36,61;3,386;123,96;61,98
15,58;36,61;3,346;122,5;61,25
15,6;36,61;3,346;122,5;61,25
15,62;36,61;3,346;122,5;61,25
15,64;36,61;3,386;123,96;61,98
15,66;36,61;3,386;123,96;61,98
15,68;36,61;3,346;122,5;61,25
15,7;36,61;3,386;123,96;61,98
15,72;36,61;3,346;122,5;61,25
15,74;36,61;3,346;122,5;61,25
15,76;36,61;3,386;123,96;61,98
15,78;36,61;3,346;122,5;61,25
15,8;37,01;3,386;125,32;62,66
15,82;36,61;3,346;122,5;61,25
15,84;36,61;3,386;123,96;61,98
15,86;36,61;3,386;123,96;61,98
15,88;36,61;3,346;122,5;61,25
15,9;36,61;3,386;123,96;61,98
15,92;36,61;3,346;122,5;61,25
15,94;36,61;3,386;123,96;61,98
15,96;36,22;3,386;122,64;61,32
15,98;36,61;3,346;122,5;61,25
16;36,61;3,386;123,96;61,98
16,02;36,61;3,346;122,5;61,25
16,04;36,61;3,346;122,5;61,25
16,06;36,61;3,386;123,96;61,98
16,08;36,61;3,386;123,96;61,98
16,1;37,01;3,346;123,84;61,92
16,12;36,61;3,346;122,5;61,25
16,14;36,61;3,386;123,96;61,98
16,16;36,61;3,386;123,96;61,98
16,18;36,61;3,346;122,5;61,25
16,2;37,01;3,268;120,95;60,48
16,22;36,61;3,346;122,5;61,25
16,24;36,61;3,346;122,5;61,25
16,26;36,61;3,346;122,5;61,25
16,28;36,61;3,346;122,5;61,25
16,3;36,61;3,268;119,64;59,82
16,32;36,61;3,346;122,5;61,25
16,34;36,61;3,386;123,96;61,98
16,36;36,61;3,346;122,5;61,25
16,38;36,61;3,386;123,96;61,98
16,4;36,61;3,346;122,5;61,25
16,42;36,61;3,386;123,96;61,98
16,44;36,61;3,386;123,96;61,98
16,46;36,61;3,386;123,96;61,98
16,48;36,61;3,386;123,96;61,98
16,5;36,61;3,268;119,64;59,82
16,52;36,61;3,386;123,96;61,98
16,54;36,61;3,386;123,96;61,98
16,56;36,22;3,386;122,64;61,32
16,58;36,61;3,386;123,96;61,98
16,6;36,61;3,346;122,5;61,25
16,62;36,61;3,346;122,5;61,25
16,64;36,61;3,386;123,96;61,98
16,66;36,61;3,386;123,96;61,98
16,68;36,61;3,346;122,5;61,25
16,7;36,61;3,346;122,5;61,25
16,72;36,61;3,386;123,96;61,98
16,74;36,61;3,386;123,96;61,98
16,76;36,61;3,386;123,96;61,98
16,78;36,61;3,346;122,5;61,25
16,8;36,61;3,346;122,5;61,25
16,82;36,61;3,346;122,5;61,25
16,84;36,61;3,386;123,96;61,98
16,86;36,61;3,425;125,39;62,7
16,88;36,61;3,346;122,5;61,25
16,9;36,61;3,346;122,5;61,25
16,92;36,61;3,386;123,96;61,98
16,94;36,61;3,425;125,39;62,7
16,96;36,61;3,386;123,96;61,98
16,98;36,61;3,386;123,96;61,98
17;36,61;3,346;122,5;61,25
17,02;36,61;3,386;123,96;61,98
17,04;36,61;3,386;123,96;61,98
17,06;36,61;3,386;123,96;61,98
17,08;36,61;3,386;123,96;61,98
17,1;37,01;3,307;122,39;61,2
17,12;37,01;3,386;125,32;62,66
17,14;36,61;3,386;123,96;61,98
17,16;36,61;3,425;125,39;62,7
17,18;36,61;3,346;122,5;61,25
17,2;36,61;3,268;119,64;59,82
17,22;36,61;3,346;122,5;61,25
17,24;36,61;3,386;123,96;61,98
17,26;36,61;3,386;123,96;61,98
17,28;36,61;3,346;122,5;61,25
17,3;36,61;3,346;122,5;61,25
17,32;36,61;3,346;122,5;61,25
17,34;36,61;3,386;123,96;61,98
17,36;36,22;3,346;121,19;60,6
17,38;36,61;3,386;123,96;61,98
17,4;36,61;3,346;122,5;61,25
17,42;36,61;3,386;123,96;61,98
17,44;36,61;3,386;123,96;61,98
17,46;36,61;3,425;125,39;62,7
17,48;36,61;3,386;123,96;61,98
17,5;36,61;3,386;123,96;61,98
17,52;36,61;3,386;123,96;61,98
17,54;36,61;3,425;125,39;62,7
17,56;36,61;3,425;125,39;62,7
17,58;36,61;3,386;123,96;61,98
17,6;36,61;3,346;122,5;61,25
17,62;36,61;3,386;123,96;61,98
17,64;36,61;3,386;123,96;61,98
17,66;36,61;3,346;122,5;61,25
17,68;36,61;3,386;123,96;61,98
17,7;37,01;3,307;122,39;61,2
17,72;36,61;3,386;123,96;61,98
17,74;36,61;3,386;123,96;61,98
17,76;36,61;3,425;125,39;62,7
17,78;36,61;3,386;123,96;61,98
17,8;37,01;3,346;123,84;61,92
17,82;36,61;3,346;122,5;61,25
17,84;36,61;3,386;123,96;61,98
17,86;36,22;3,425;124,05;62,02
17,88;36,61;3,386;123,96;61,98
17,9;36,61;3,346;122,5;61,25
17,92;36,61;3,346;122,5;61,25
17,94;36,61;3,346;122,5;61,25
17,96;36,61;3,386;123,96;61,98
17,98;36,61;3,386;123,96;61,98
18;36,61;3,386;123,96;61,98
18,02;36,61;3,386;123,96;61,98
18,04;36,61;3,386;123,96;61,98
18,06;36,61;3,346;122,5;61,25
18,08;36,61;3,386;123,96;61,98
18,1;36,61;3,346;122,5;61,25
18,12;36,61;3,346;122,5;61,25
18,14;36,61;3,386;123,96;61,98
18,16;36,61;3,425;125,39;62,7
18,18;36,61;3,386;123,96;61,98
18,2;36,61;3,346;122,5;61,25
18,22;37,01;3,346;123,84;61,92
18,24;36,61;3,386;123,96;61,98
18,26;36,61;3,307;121,07;60,54
18,28;36,61;3,386;123,96;61,98
18,3;36,61;3,346;122,5;61,25
18,32;37,01;3,346;123,84;61,92
18,34;36,61;3,386;123,96;61,98
18,36;36,61;3,268;119,64;59,82
18,38;36,61;3,386;123,96;61,98
18,4;36,61;3,346;122,5;61,25
18,42;36,61;3,386;123,96;61,98
18,44;36,61;3,425;125,39;62,7
18,46;36,22;3,346;121,19;60,6
18,48;36,61;3,386;123,96;61,98
18,5;36,61;3,386;123,96;61,98
18,52;36,61;3,386;123,96;61,98
18,54;36,61;3,425;125,39;62,7
18,56;36,61;3,268;119,64;59,82
18,58;36,61;3,386;123,96;61,98
18,6;36,61;3,386;123,96;61,98
18,62;36,61;3,346;122,5;61,25
18,64;36,61;3,386;123,96;61,98
18,66;36,61;3,386;123,96;61,98
18,68;36,61;3,346;122,5;61,25
18,7;36,61;3,386;123,96;61,98
18,72;36,61;3,346;122,5;61,25
18,74;36,61;3,425;125,39;62,7
18,76;36,61;3,425;125,39;62,7
18,78;36,61;3,346;122,5;61,25
18,8;36,61;3,386;123,96;61,98
18,82;36,61;3,386;123,96;61,98
18,84;36,61;3,386;123,96;61,98
18,86;36,22;3,386;122,64;61,32
18,88;36,61;3,425;125,39;62,7
18,9;36,61;3,386;123,96;61,98
18,92;37,01;3,386;125,32;62,66
18,94;36,61;3,425;125,39;62,7
18,96;36,61;3,425;125,39;62,7
18,98;36,61;3,386;123,96;61,98
19;36,61;3,346;122,5;61,25
19,02;37,01;3,346;123,84;61,92
19,04;36,61;3,386;123,96;61,98
19,06;36,22;3,386;122,64;61,32
19,08;36,61;3,425;125,39;62,7
19,1;36,61;3,346;122,5;61,25
19,12;36,61;3,386;123,96;61,98
19,14;36,61;3,386;123,96;61,98
19,16;36,22;3,386;122,64;61,32
19,18;36,61;3,386;123,96;61,98
19,2;36,61;3,386;123,96;61,98
19,22;36,61;3,346;122,5;61,25
19,24;36,61;3,386;123,96;61,98
19,26;36,22;3,425;124,05;62,02
19,28;36,61;3,386;123,96;61,98
19,3;36,61;3,346;122,5;61,25
19,32;36,61;3,346;122,5;61,25
19,34;36,61;3,346;122,5;61,25
19,36;36,61;3,386;123,96;61,98
19,38;36,22;3,425;124,05;62,02
19,4;36,61;3,386;123,96;61,98
19,42;37,01;3,346;123,84;61,92
19,44;36,61;3,386;123,96;61,98
19,46;36,61;3,386;123,96;61,98
19,48;36,61;3,386;123,96;61,98
19,5;36,61;3,346;122,5;61,25
19,52;37,01;3,386;125,32;62,66
19,54;36,61;3,386;123,96;61,98
19,56;36,22;3,425;124,05;62,02
19,58;36,61;3,425;125,39;62,7
19,6;36,61;3,346;122,5;61,25
19,62;36,61;3,346;122,5;61,25
19,64;36,61;3,425;125,39;62,7
19,66;36,61;3,386;123,96;61,98
19,68;36,61;3,425;125,39;62,7
19,7;36,61;3,386;123,96;61,98
19,72;36,61;3,386;123,96;61,98
19,74;36,61;3,386;123,96;61,98
19,76;36,22;3,425;124,05;62,02
19,78;36,61;3,386;123,96;61,98
19,8;36,61;3,386;123,96;61,98
19,82;36,61;3,386;123,96;61,98
19,84;36,61;3,386;123,96;61,98
19,86;36,22;3,425;124,05;62,02
19,88;36,61;3,386;123,96;61,98
19,9;36,61;3,425;125,39;62,7
19,92;36,61;3,346;122,5;61,25
19,94;36,61;3,386;123,96;61,98
19,96;36,61;3,425;125,39;62,7
19,98;36,61;3,425;125,39;62,7
20;36,61;3,386;123,96;61,98
20,02;36,61;3,386;123,96;61,98
20,04;36,61;3,386;123,96;61,98
20,06;36,22;3,425;124,05;62,02
20,08;36,61;3,386;123,96;61,98
20,1;36,61;3,386;123,96;61,98
20,12;36,61;3,346;122,5;61,25
20,14;36,61;3,386;123,96;61,98
20,16;36,61;3,425;125,39;62,7
20,18;36,22;3,386;122,64;61,32
20,2;36,61;3,386;123,96;61,98
20,22;36,61;3,346;122,5;61,25
20,24;36,61;3,346;122,5;61,25
20,26;36,61;3,386;123,96;61,98
20,28;36,61;3,425;125,39;62,7
20,3;36,61;3,346;122,5;61,25
20,32;36,61;3,307;121,07;60,54
20,34;36,61;3,386;123,96;61,98
20,36;36,61;3,425;125,39;62,7
20,38;36,22;3,386;122,64;61,32
20,4;36,61;3,386;123,96;61,98
20,42;36,61;3,386;123,96;61,98
20,44;36,61;3,386;123,96;61,98
20,46;36,22;3,425;124,05;62,02
20,48;36,22;3,425;124,05;62,02
20,5;36,61;3,386;123,96;61,98
20,52;36,61;3,268;119,64;59,82
20,54;36,61;3,425;125,39;62,7
20,56;36,61;3,425;125,39;62,7
20,58;35,83;3,425;122,72;61,36
20,6;36,61;3,386;123,96;61,98
20,62;36,61;3,425;125,39;62,7
20,64;36,61;3,386;123,96;61,98
20,66;36,61;3,425;125,39;62,7
20,68;36,22;3,386;122,64;61,32
20,7;36,61;3,386;123,96;61,98
20,72;36,61;3,386;123,96;61,98
20,74;36,61;3,386;123,96;61,98
20,76;36,61;3,425;125,39;62,7
20,78;36,61;3,425;125,39;62,7
20,8;36,61;3,386;123,96;61,98
20,82;36,61;3,346;122,5;61,25
20,84;36,61;3,386;123,96;61,98
20,86;36,61;3,425;125,39;62,7
20,88;36,61;3,425;125,39;62,7
20,9;36,61;3,386;123,96;61,98
20,92;36,61;3,386;123,96;61,98
20,94;36,61;3,386;123,96;61,98
20,96;36,61;3,425;125,39;62,7
20,98;36,22;3,386;122,64;61,32
21;36,61;3,386;123,96;61,98
21,02;36,61;3,386;123,96;61,98
21,04;36,61;3,425;125,39;62,7
21,06;36,61;3,425;125,39;62,7
21,08;36,61;3,425;125,39;62,7
21,1;36,61;3,386;123,96;61,98
21,12;36,61;3,425;125,39;62,7
21,14;36,61;3,386;123,96;61,98
21,16;36,61;3,425;125,39;62,7
21,18;36,61;3,425;125,39;62,7
21,2;36,61;3,386;123,96;61,98
21,22;36,61;3,346;122,5;61,25
21,24;36,61;3,386;123,96;61,98
21,26;36,22;3,425;124,05;62,02
21,28;36,61;3,425;125,39;62,7
21,3;36,61;3,386;123,96;61,98
21,32;36,61;3,386;123,96;61,98
21,34;36,61;3,386;123,96;61,98
21,36;36,61;3,425;125,39;62,7
21,38;36,22;3,386;122,64;61,32
21,4;36,61;3,386;123,96;61,98
21,42;36,61;3,386;123,96;61,98
21,44;36,61;3,386;123,96;61,98
21,46;36,61;3,504;128,28;64,14
21,48;36,61;3,504;128,28;64,14
21,5;36,61;3,425;125,39;62,7
21,52;37,01;3,346;123,84;61,92
21,54;36,61;3,425;125,39;62,7
21,56;36,61;3,425;125,39;62,7
21,58;36,22;3,425;124,05;62,02
21,6;36,61;3,386;123,96;61,98
21,62;36,61;3,346;122,5;61,25
21,64;36,61;3,386;123,96;61,98
21,66;36,61;3,425;125,39;62,7
21,68;36,61;3,386;123,96;61,98
21,7;36,61;3,425;125,39;62,7
21,72;36,61;3,346;122,5;61,25
21,74;36,61;3,386;123,96;61,98
21,76;36,22;3,386;122,64;61,32
21,78;36,61;3,425;125,39;62,7
21,8;36,61;3,386;123,96;61,98
21,82;36,61;3,346;122,5;61,25
21,84;36,61;3,425;125,39;62,7
21,86;36,61;3,386;123,96;61,98
21,88;36,22;3,425;124,05;62,02
21,9;36,22;3,386;122,64;61,32
21,92;36,61;3,346;122,5;61,25
21,94;36,61;3,386;123,96;61,98
21,96;36,61;3,425;125,39;62,7
21,98;36,22;3,386;122,64;61,32
22;36,61;3,425;125,39;62,7
22,02;36,61;3,386;123,96;61,98
22,04;36,61;3,425;125,39;62,7
22,06;36,61;3,425;125,39;62,7
22,08;36,61;3,425;125,39;62,7
22,1;36,61;3,425;125,39;62,7
22,12;36,61;3,386;123,96;61,98
22,14;36,61;3,386;123,96;61,98
22,16;36,61;3,425;125,39;62,7
22,18;36,61;3,425;125,39;62,7
22,2;36,61;3,386;123,96;61,98
22,22;36,61;3,386;123,96;61,98
22,24;36,61;3,386;123,96;61,98
22,26;36,61;3,386;123,96;61,98
22,28;36,61;3,425;125,39;62,7
22,3;36,61;3,425;125,39;62,7
22,32;36,61;3,386;123,96;61,98
22,34;36,61;3,386;123,96;61,98
22,36;36,61;3,386;123,96;61,98
22,38;36,22;3,346;121,19;60,6
22,4;36,22;3,425;124,05;62,02
22,42;36,61;3,425;125,39;62,7
22,44;36,61;3,386;123,96;61,98
22,46;36,61;3,425;125,39;62,7
22,48;36,61;3,504;128,28;64,14
22,5;36,61;3,386;123,96;61,98
22,52;36,61;3,386;123,96;61,98
22,54;36,61;3,425;125,39;62,7
22,56;36,61;3,425;125,39;62,7
22,58;36,22;3,425;124,05;62,02
22,6;36,61;3,425;125,39;62,7
22,62;36,61;3,425;125,39;62,7
22,64;36,61;3,386;123,96;61,98
22,66;36,61;3,425;125,39;62,7
22,68;36,22;3,346;121,19;60,6
22,7;36,61;3,425;125,39;62,7
22,72;36,61;3,425;125,39;62,7
22,74;36,61;3,386;123,96;61,98
22,76;36,61;3,425;125,39;62,7
22,78;36,61;3,425;125,39;62,7
22,8;36,61;3,425;125,39;62,7
22,82;36,61;3,386;123,96;61,98
22,84;36,61;3,425;125,39;62,7
22,86;36,61;3,425;125,39;62,7
22,88;36,22;3,425;124,05;62,02
22,9;36,61;3,425;125,39;62,7
22,92;36,61;3,346;122,5;61,25
22,94;36,61;3,386;123,96;61,98
22,96;36,61;3,425;125,39;62,7
22,98;36,61;3,465;126,85;63,42
23;36,61;3,425;125,39;62,7
23,02;36,61;3,425;125,39;62,7
23,04;36,61;3,386;123,96;61,98
23,06;36,61;3,425;125,39;62,7
23,08;36,22;3,425;124,05;62,02
23,1;36,61;3,425;125,39;62,7
23,12;36,61;3,386;123,96;61,98
23,14;36,61;3,386;123,96;61,98
23,16;36,61;3,425;125,39;62,7
23,18;36,61;3,386;123,96;61,98
23,2;36,61;3,425;125,39;62,7
23,22;36,61;3,346;122,5;61,25
23,24;36,61;3,386;123,96;61,98
23,26;36,61;3,425;125,39;62,7
23,28;36,22;3,425;124,05;62,02
23,3;36,61;3,425;125,39;62,7
23,32;36,61;3,425;125,39;62,7
23,34;36,61;3,346;122,5;61,25
23,36;36,61;3,425;125,39;62,7
23,38;36,61;3,425;125,39;62,7
23,4;36,61;3,386;123,96;61,98
23,42;36,61;3,425;125,39;62,7
23,44;36,61;3,425;125,39;62,7
23,46;36,61;3,425;125,39;62,7
23,48;36,61;3,425;125,39;62,7
23,5;36,61;3,425;125,39;62,7
23,52;36,61;3,504;128,28;64,14
23,54;36,61;3,425;125,39;62,7
23,56;36,61;3,425;125,39;62,7
23,58;36,61;3,425;125,39;62,7
23,6;36,61;3,425;125,39;62,7
23,62;36,61;3,425;125,39;62,7
23,64;36,61;3,386;123,96;61,98
23,66;36,61;3,386;123,96;61,98
23,68;36,61;3,425;125,39;62,7
23,7;36,61;3,425;125,39;62,7
23,72;36,61;3,425;125,39;62,7
23,74;36,61;3,425;125,39;62,7
23,76;36,61;3,425;125,39;62,7
23,78;36,61;3,425;125,39;62,7
23,8;36,61;3,425;125,39;62,7
23,82;36,61;3,386;123,96;61,98
23,84;36,61;3,425;125,39;62,7
23,86;36,61;3,425;125,39;62,7
23,88;36,22;3,425;124,05;62,02
23,9;36,61;3,425;125,39;62,7
23,92;36,61;3,425;125,39;62,7
23,94;36,61;3,386;123,96;61,98
23,96;36,61;3,425;125,39;62,7
23,98;36,61;3,425;125,39;62,7
24;36,61;3,425;125,39;62,7
24,02;36,61;3,425;125,39;62,7
24,04;36,61;3,425;125,39;62,7
24,06;36,61;3,425;125,39;62,7
24,08;36,61;3,425;125,39;62,7
24,1;36,61;3,386;123,96;61,98
24,12;36,61;3,425;125,39;62,7
24,14;36,61;3,425;125,39;62,7
24,16;36,61;3,386;123,96;61,98
24,18;36,61;3,425;125,39;62,7
24,2;36,61;3,425;125,39;62,7
24,22;36,61;3,386;123,96;61,98
24,24;37,01;3,386;125,32;62,66
24,26;36,61;3,425;125,39;62,7
24,28;36,61;3,425;125,39;62,7
24,3;36,22;3,425;124,05;62,02
24,32;36,61;3,425;125,39;62,7
24,34;36,61;3,386;123,96;61,98
24,36;36,61;3,425;125,39;62,7
24,38;36,61;3,425;125,39;62,7
24,4;36,22;3,425;124,05;62,02
24,42;36,61;3,425;125,39;62,7
24,44;36,61;3,425;125,39;62,7
24,46;36,61;3,425;125,39;62,7
24,48;36,61;3,425;125,39;62,7
24,5;36,61;3,425;125,39;62,7
24,52;36,61;3,425;125,39;62,7
24,54;36,61;3,425;125,39;62,7
24,56;36,61;3,425;125,39;62,7
24,58;36,61;3,465;126,85;63,42
24,6;36,61;3,425;125,39;62,7
24,62;36,61;3,425;125,39;62,7
24,64;36,61;3,425;125,39;62,7
24,66;36,61;3,425;125,39;62,7
24,68;36,61;3,465;126,85;63,42
24,7;36,61;3,425;125,39;62,7
24,72;36,61;3,425;125,39;62,7
24,74;36,61;3,425;125,39;62,7
24,76;36,61;3,425;125,39;62,7
24,78;36,61;3,425;125,39;62,7
24,8;36,22;3,425;124,05;62,02
24,82;36,22;3,425;124,05;62,02
24,84;36,61;3,386;123,96;61,98
24,86;36,61;3,425;125,39;62,7
24,88;36,61;3,425;125,39;62,7
24,9;36,22;3,465;125,5;62,75
24,92;36,61;3,425;125,39;62,7
24,94;37,01;3,386;125,32;62,66
24,96;36,61;3,425;125,39;62,7
24,98;36,61;3,425;125,39;62,7
25;36,22;3,504;126,91;63,46
25,02;36,61;3,425;125,39;62,7
25,04;37,01;3,425;126,76;63,38
25,06;36,61;3,425;125,39;62,7
25,08;36,61;3,425;125,39;62,7
25,1;36,22;3,425;124,05;62,02
25,12;36,61;3,425;125,39;62,7
25,14;36,61;3,386;123,96;61,98
25,16;36,61;3,386;123,96;61,98
25,18;36,61;3,425;125,39;62,7
25,2;36,61;3,425;125,39;62,7
25,22;36,61;3,425;125,39;62,7
25,24;36,61;3,386;123,96;61,98
25,26;36,61;3,386;123,96;61,98
25,28;36,61;3,425;125,39;62,7
25,3;36,22;3,425;124,05;62,02
25,32;36,61;3,425;125,39;62,7
25,34;36,61;3,386;123,96;61,98
25,36;36,61;3,425;125,39;62,7
25,38;36,61;3,425;125,39;62,7
25,4;36,22;3,425;124,05;62,02
25,42;36,61;3,425;125,39;62,7
25,44;36,61;3,386;123,96;61,98
25,46;36,61;3,425;125,39;62,7
25,48;36,61;3,504;128,28;64,14
25,5;36,22;3,465;125,5;62,75
25,52;36,61;3,425;125,39;62,7
25,54;36,61;3,425;125,39;62,7
25,56;36,61;3,425;125,39;62,7
25,58;36,61;3,465;126,85;63,42
25,6;36,22;3,425;124,05;62,02
25,62;36,61;3,425;125,39;62,7
25,64;37,01;3,386;125,32;62,66
25,66;36,61;3,425;125,39;62,7
25,68;36,61;3,425;125,39;62,7
25,7;36,61;3,386;123,96;61,98
25,72;36,61;3,425;125,39;62,7
25,74;36,61;3,425;125,39;62,7
25,76;36,61;3,386;123,96;61,98
25,78;36,61;3,465;126,85;63,42
25,8;36,22;3,425;124,05;62,02
25,82;36,61;3,425;125,39;62,7
25,84;37,01;3,386;125,32;62,66
25,86;36,61;3,425;125,39;62,7
25,88;36,61;3,425;125,39;62,7
25,9;36,22;3,504;126,91;63,46
25,92;36,61;3,425;125,39;62,7
25,94;36,61;3,425;125,39;62,7
25,96;36,61;3,425;125,39;62,7
25,98;36,22;3,425;124,05;62,02
26;36,22;3,425;124,05;62,02
26,02;36,61;3,425;125,39;62,7
26,04;36,61;3,386;123,96;61,98
26,06;36,61;3,425;125,39;62,7
26,08;36,61;3,425;125,39;62,7
26,1;36,22;3,425;124,05;62,02
26,12;36,61;3,425;125,39;62,7
26,14;36,61;3,425;125,39;62,7
26,16;37,01;3,425;126,76;63,38
26,18;36,61;3,425;125,39;62,7
26,2;36,61;3,425;125,39;62,7
26,22;36,61;3,386;123,96;61,98
26,24;36,61;3,386;123,96;61,98
26,26;36,61;3,425;125,39;62,7
26,28;36,61;3,425;125,39;62,7
26,3;36,61;3,465;126,85;63,42
26,32;36,61;3,425;125,39;62,7
26,34;37,01;3,425;126,76;63,38
26,36;36,61;3,425;125,39;62,7
26,38;36,61;3,425;125,39;62,7
26,4;36,61;3,543;129,71;64,86
26,42;36,61;3,425;125,39;62,7
26,44;36,61;3,425;125,39;62,7
26,46;36,61;3,425;125,39;62,7
26,48;36,61;3,425;125,39;62,7
26,5;36,22;3,583;129,78;64,89
26,52;36,61;3,425;125,39;62,7
26,54;36,61;3,425;125,39;62,7
26,56;36,61;3,425;125,39;62,7
26,58;36,61;3,425;125,39;62,7
26,6;36,61;3,425;125,39;62,7
26,62;36,61;3,425;125,39;62,7
26,64;36,61;3,425;125,39;62,7
26,66;37,01;3,425;126,76;63,38
26,68;36,61;3,425;125,39;62,7
26,7;36,61;3,425;125,39;62,7
26,72;36,61;3,425;125,39;62,7
26,74;36,61;3,386;123,96;61,98
26,76;36,61;3,425;125,39;62,7
26,78;36,61;3,425;125,39;62,7
26,8;36,61;3,504;128,28;64,14
26,82;36,61;3,425;125,39;62,7
26,84;36,61;3,425;125,39;62,7
26,86;36,61;3,425;125,39;62,7
26,88;36,61;3,425;125,39;62,7
26,9;36,61;3,425;125,39;62,7
26,92;36,61;3,425;125,39;62,7
26,94;36,61;3,425;125,39;62,7
26,96;36,61;3,425;125,39;62,7
26,98;36,61;3,425;125,39;62,7
27;36,61;3,425;125,39;62,7
27,02;36,61;3,425;125,39;62,7
27,04;36,61;3,386;123,96;61,98
27,06;36,61;3,425;125,39;62,7
27,08;36,61;3,425;125,39;62,7
27,1;36,61;3,425;125,39;62,7
27,12;36,61;3,425;125,39;62,7
27,14;36,61;3,425;125,39;62,7
27,16;36,61;3,425;125,39;62,7
27,18;36,61;3,425;125,39;62,7
27,2;36,61;3,425;125,39;62,7
27,22;36,61;3,425;125,39;62,7
27,24;36,61;3,425;125,39;62,7
27,26;36,61;3,425;125,39;62,7
27,28;36,61;3,425;125,39;62,7
27,3;36,61;3,425;125,39;62,7
27,32;36,61;3,425;125,39;62,7
27,34;36,61;3,425;125,39;62,7
27,36;36,61;3,425;125,39;62,7
27,38;36,61;3,425;125,39;62,7
27,4;36,61;3,425;125,39;62,7
27,42;36,61;3,425;125,39;62,7
27,44;36,61;3,425;125,39;62,7
27,46;36,61;3,425;125,39;62,7
27,48;36,61;3,465;126,85;63,42
27,5;36,22;3,504;126,91;63,46
27,52;36,61;3,425;125,39;62,7
27,54;36,61;3,425;125,39;62,7
27,56;36,61;3,425;125,39;62,7
27,58;36,61;3,425;125,39;62,7
27,6;36,61;3,504;128,28;64,14
27,62;36,61;3,425;125,39;62,7
27,64;36,61;3,425;125,39;62,7
27,66;36,61;3,386;123,96;61,98
27,68;36,61;3,425;125,39;62,7
27,7;36,22;3,425;124,05;62,02
27,72;36,61;3,425;125,39;62,7
27,74;36,61;3,425;125,39;62,7
27,76;36,61;3,425;125,39;62,7
27,78;36,61;3,425;125,39;62,7
27,8;36,61;3,465;126,85;63,42
27,82;36,61;3,425;125,39;62,7
27,84;36,61;3,425;125,39;62,7
27,86;36,61;3,425;125,39;62,7
27,88;36,61;3,425;125,39;62,7
27,9;36,61;3,465;126,85;63,42
27,92;36,22;3,425;124,05;62,02
27,94;36,61;3,425;125,39;62,7
27,96;36,61;3,425;125,39;62,7
